文献列表,数据排序,名称,杂志名称,年份,classify,monomer1,monomer1(wt%),monomer2,monomer2(wt%),单体材料3,"比例
(wt%)",单体材料4,"比例
(wt%)",Frontal Velocity(cm/min),Frontal Temperature(℃),环境温度(℃),催化剂,"用量
(wt%)",抑制剂,"用量
(wt%)",交联剂,"用量
(wt%)",initiator1,initiator1(wt%),initiator2,initiator2(wt%),引发时间(min),"Pot life
适用期(h)",degree of curing(%),"能量输入
(J)","反应焓
(J/g)","粘度
(mPa.s)","诱导期
(min)",断裂伸长率(%),"硬度
(MPa)",弹性模量(MPa),断裂强度(MPa),Tensile strength(MPa),"拉伸模量
(MPa)",拉伸应力(MPa),"弯曲强度
(MPa)","弯曲模量
(MPa)","压缩强度
(MPa)","压缩模量
(MPa)","抗张强度
(MPa)","抗压强度
(KPa)","储能模量
(MPa)","损耗模量
(MPa)","降低模量
(MPa)","剪切强度
(MPa)","切线模量
（kPa）","冲击强度
(MPa)",Young's modulus(MPa),介电常数,"介电损耗
tan","电导率
（mS/m）","光敏性
（%）",glass transition temperature（℃）,平衡溶胀比ESR（%）,"不同pH溶胀比
（%）",pH,不同时间溶胀比（%）,"时间
（h）",不同温度溶胀比（%）,"温度
（C）","3D打印长度
（mm）","3D打印速度
（mm/s）",备注1,备注2,引发体系,引发方式
28,369,"Preparation and Optical Characterization of Two Photoactive Poly(bisphenol A ethoxylate diacrylate) Copolymers Containing Designed
Amino-Nitro-Substituted Azobenzene Units, Obtained via Classical and Frontal Polymerization, Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,BPAEDA,100,,,,,,,0.7,134,,,,,,,,TETDPPS,0.96 ,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,热引发体系,烙铁加热
28,370,"Preparation and Optical Characterization of Two Photoactive Poly(bisphenol A ethoxylate diacrylate) Copolymers Containing Designed
Amino-Nitro-Substituted Azobenzene Units, Obtained via Classical and Frontal Polymerization, Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,BPAEDA,100,MDR-1,0,,,,,0.7,134,,,,,,,,TETDPPS,0.96 ,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,热引发体系,烙铁加热
28,371,"Preparation and Optical Characterization of Two Photoactive Poly(bisphenol A ethoxylate diacrylate) Copolymers Containing Designed
Amino-Nitro-Substituted Azobenzene Units, Obtained via Classical and Frontal Polymerization, Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,BPAEDA,100,4PEGMAN,0.00 ,,,,,0.7,134,,,,,,,,TETDPPS,0.96 ,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,热引发体系,烙铁加热
28,372,"Preparation and Optical Characterization of Two Photoactive Poly(bisphenol A ethoxylate diacrylate) Copolymers Containing Designed
Amino-Nitro-Substituted Azobenzene Units, Obtained via Classical and Frontal Polymerization, Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,BPAEDA,99.98 ,4PEGMAN,0.02 ,,,,,0.85,136,,,,,,,,TETDPPS,0.96 ,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,热引发体系,烙铁加热
28,373,"Preparation and Optical Characterization of Two Photoactive Poly(bisphenol A ethoxylate diacrylate) Copolymers Containing Designed
Amino-Nitro-Substituted Azobenzene Units, Obtained via Classical and Frontal Polymerization, Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,BPAEDA,99.78 ,4PEGMAN,0.22 ,,,,,0.88,138,,,,,,,,TETDPPS,0.96 ,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,热引发体系,烙铁加热
28,374,"Preparation and Optical Characterization of Two Photoactive Poly(bisphenol A ethoxylate diacrylate) Copolymers Containing Designed
Amino-Nitro-Substituted Azobenzene Units, Obtained via Classical and Frontal Polymerization, Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,BPAEDA,99.90 ,MDR-1,0.10 ,,,,,0.9,142,,,,,,,,TETDPPS,0.96 ,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,热引发体系,烙铁加热
28,375,"Preparation and Optical Characterization of Two Photoactive Poly(bisphenol A ethoxylate diacrylate) Copolymers Containing Designed
Amino-Nitro-Substituted Azobenzene Units, Obtained via Classical and Frontal Polymerization, Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,BPAEDA,99.75 ,MDR-1,0.25 ,,,,,0.9,141,,,,,,,,TETDPPS,0.96 ,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,热引发体系,烙铁加热
28,376,"Preparation and Optical Characterization of Two Photoactive Poly(bisphenol A ethoxylate diacrylate) Copolymers Containing Designed
Amino-Nitro-Substituted Azobenzene Units, Obtained via Classical and Frontal Polymerization, Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,BPAEDA,99.99 ,4PEGMAN,0.01 ,,,,,0.95,139,,,,,,,,TETDPPS,0.96 ,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,热引发体系,烙铁加热
28,377,"Preparation and Optical Characterization of Two Photoactive Poly(bisphenol A ethoxylate diacrylate) Copolymers Containing Designed
Amino-Nitro-Substituted Azobenzene Units, Obtained via Classical and Frontal Polymerization, Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,BPAEDA,99.96 ,4PEGMAN,0.04 ,,,,,0.96,139,,,,,,,,TETDPPS,0.96 ,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,热引发体系,烙铁加热
28,378,"Preparation and Optical Characterization of Two Photoactive Poly(bisphenol A ethoxylate diacrylate) Copolymers Containing Designed
Amino-Nitro-Substituted Azobenzene Units, Obtained via Classical and Frontal Polymerization, Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,BPAEDA,99.93 ,4PEGMAN,0.07 ,,,,,0.97,140,,,,,,,,TETDPPS,0.96 ,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,热引发体系,烙铁加热
28,379,"Preparation and Optical Characterization of Two Photoactive Poly(bisphenol A ethoxylate diacrylate) Copolymers Containing Designed
Amino-Nitro-Substituted Azobenzene Units, Obtained via Classical and Frontal Polymerization, Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,BPAEDA,100,,,,,,,1,140,,,,,,,,TETDPPS,1.42 ,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,热引发体系,烙铁加热
28,380,"Preparation and Optical Characterization of Two Photoactive Poly(bisphenol A ethoxylate diacrylate) Copolymers Containing Designed
Amino-Nitro-Substituted Azobenzene Units, Obtained via Classical and Frontal Polymerization, Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,BPAEDA,99.91 ,4PEGMAN,0.09 ,,,,,1,141,,,,,,,,TETDPPS,0.96 ,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,热引发体系,烙铁加热
28,381,"Preparation and Optical Characterization of Two Photoactive Poly(bisphenol A ethoxylate diacrylate) Copolymers Containing Designed
Amino-Nitro-Substituted Azobenzene Units, Obtained via Classical and Frontal Polymerization, Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,BPAEDA,100,,,,,,,1.1,142,,,,,,,,TETDPPS,1.89 ,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,热引发体系,烙铁加热
28,382,"Preparation and Optical Characterization of Two Photoactive Poly(bisphenol A ethoxylate diacrylate) Copolymers Containing Designed
Amino-Nitro-Substituted Azobenzene Units, Obtained via Classical and Frontal Polymerization, Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,BPAEDA,99.94 ,MDR-1,0.06 ,,,,,1.1,145,,,,,,,,TETDPPS,0.96 ,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,热引发体系,烙铁加热
28,383,"Preparation and Optical Characterization of Two Photoactive Poly(bisphenol A ethoxylate diacrylate) Copolymers Containing Designed
Amino-Nitro-Substituted Azobenzene Units, Obtained via Classical and Frontal Polymerization, Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,BPAEDA,99.93 ,MDR-1,0.07 ,,,,,1.1,145,,,,,,,,TETDPPS,0.96 ,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,热引发体系,烙铁加热
28,384,"Preparation and Optical Characterization of Two Photoactive Poly(bisphenol A ethoxylate diacrylate) Copolymers Containing Designed
Amino-Nitro-Substituted Azobenzene Units, Obtained via Classical and Frontal Polymerization, Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,BPAEDA,99.99 ,MDR-1,0.01 ,,,,,1.2,145,,,,,,,,TETDPPS,0.96 ,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,热引发体系,烙铁加热
28,385,"Preparation and Optical Characterization of Two Photoactive Poly(bisphenol A ethoxylate diacrylate) Copolymers Containing Designed
Amino-Nitro-Substituted Azobenzene Units, Obtained via Classical and Frontal Polymerization, Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,BPAEDA,100,,,,,,,1.3,147,,,,,,,,TETDPPS,2.40 ,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,热引发体系,烙铁加热
28,386,"Preparation and Optical Characterization of Two Photoactive Poly(bisphenol A ethoxylate diacrylate) Copolymers Containing Designed
Amino-Nitro-Substituted Azobenzene Units, Obtained via Classical and Frontal Polymerization, Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,BPAEDA,99.97 ,MDR-1,0.03 ,,,,,1.3,148,,,,,,,,TETDPPS,0.96 ,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,热引发体系,烙铁加热
29,387,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,PEGDA,100,,,,,,,0.44,125,,,,,,,,TBPPS,0.15 ,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28,,,,,,,,,,,,,烙铁加热
29,388,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,PEGDA,100,,,,,,,0.46,133,,,,,,,,TETDPPS,0.97 ,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29,,,,,,,,,,,,,
29,389,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,100,,,,,,,0.54,142,,,,,,,,TETDPPS,0.23 ,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,
29,390,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,100,,,,,,,0.54,142,,,,,,,,TETDPPS,0.23 ,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,
29,391,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,100.00 ,,,,,,,0.54,142,,,,,,,,TETDPPS,0.23 ,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,392,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,99.90 ,TBPPS,0.10 ,,,,,0.58,144,,,,,,,,TBPPS,0.15 ,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,393,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,99.90 ,TETDPPS,0.10 ,,,,,0.59,141,,,,,,,,TETDPPS,0.23 ,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,394,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,99.97 ,TETDPPS,0.03 ,,,,,0.62,147,,,,,,,,TETDPPS,0.23 ,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,395,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,99.95 ,TETDPPS,0.05 ,,,,,0.68,143,,,,,,,,TETDPPS,0.23 ,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,396,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,99.99 ,TETDPPS,0.01 ,,,,,0.69,154,,,,,,,,TETDPPS,0.23 ,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,397,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,PEGDA,100,,,,,,,0.72,141,,,,,,,,TETDPPS,1.94 ,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28,,,,,,,,,,,,,
29,398,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,99.97 ,TBPPS,0.03 ,,,,,0.72,151,,,,,,,,TBPPS,0.15 ,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,399,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,99.95 ,TBPPS,0.05 ,,,,,0.73,149,,,,,,,,TBPPS,0.15 ,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,400,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,100,,,,,,,0.74,152,,,,,,,,TBPPS,0.15 ,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,
29,401,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,100,,,,,,,0.74,152,,,,,,,,TBPPS,0.15 ,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,
29,402,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,100,,,,,,,0.74,152,,,,,,,,TBPPS,0.15 ,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,403,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,PEGDA,100,,,,,,,0.75,144,,,,,,,,TBPPS,0.29 ,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27,,,,,,,,,,,,,
29,404,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,99.99 ,TBPPS,0.01 ,,,,,0.78,154,,,,,,,,TBPPS,0.15 ,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,405,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,PEGDA,100,,,,,,,0.87,149,,,,,,,,TETDPPS,2.91 ,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25,,,,,,,,,,,,,
29,406,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,100,,,,,,,0.97,166,,,,,,,,TETDPPS,0.46 ,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,
29,407,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,PEGDA,100,,,,,,,1,150,,,,,,,,TBPPS,1.74 ,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29,,,,,,,,,,,,,
29,408,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,100,,,,,,,1.1,193,,,,,,,,BPO,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"分散红-1,n -乙基-n -(2-羟乙基)-4-(4-硝基苯偶氮)苯胺(MDR-1)；；2-苯氧乙基丙烯酸酯(2-PEA)；四丁基过硫酸磷(TBPPS)；三己基十四烷基过硫酸磷(TETDPPS)；",玻璃试管中(16cm长，16mm直径),热引发体系,
29,409,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,PEGDA,100,,,,,,,1.12,154,,,,,,,,TETDPPS,4.85 ,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27,,,,,,,,,,,,,
29,410,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,PEGDA,100,,,,,,,1.16,155,,,,,,,,TBPPS,0.58 ,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21,,,,,,,,,,,,,
29,411,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,100,,,,,,,1.19,175,,,,,,,,TBPPS,0.30 ,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,
29,412,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,100,,,,,,,1.27,178,,,,,,,,TETDPPS,0.93 ,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,
29,413,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,PEGDA,100,,,,,,,1.3,157,,,,,,,,TBPPS,1.16 ,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,,,,,,,,,,,,
29,414,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,100,,,,,,,1.63,188,,,,,,,,TETDPPS,1.86 ,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,
29,415,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,100,,,,,,,1.65,189,,,,,,,,T-23,1.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,416,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,100,,,,,,,1.65,184,,,,,,,,TBPPS,0.59 ,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,
29,417,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,100,,,,,,,1.98,191,,,,,,,,TETDPPS,2.38 ,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,
29,418,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,99.74 ,TBPPS,0.26 ,,,,,,,,,,,,,,TBPPS,0.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,419,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,99.74 ,TETDPPS,0.26 ,,,,,,,,,,,,,,TETDPPS,0.23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,420,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,100,,,,,,,2.27,195,,,,,,,,TBPPS,1.18 ,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,
29,421,"Synthesis and Optical Characterization of Photoactive Poly(2-phenoxyethyl acrylate) Copolymers Containing Azobenzene Units, Prepared by Frontal Polymerization Using Novel Ionic Liquids as Initiators",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,2012,acrylate,2-PEA,100,,,,,,,2.75,200,,,,,,,,TBPPS,1.76 ,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,
